ID	PARAMETER_ID	CONCEPT	DOCULECT	SUBGROUP	VALUE	FORM	TOKENS	IPA	COGIDS_BROAD	COGIDS_FINE	LATITUDE	LONGITUDE	SOURCE
5599	70_nowortoday	NOW OR TODAY	SanJuanDiuxiMixtec	Mixtec	vítná	vítná	β i ⁵ tⁿ a ⁵	βi⁵tⁿa⁵	501	501A	17.3596	-97.3861	kuiper1991syntacticO
5601	92_six	SIX	SanMartinItunyosoTriqui	Triqui	ba¹tanh¹	ba¹tanh¹	β a ¹ t ə̃ˀ ¹	βa¹tə̃ˀ¹	654	654	17.22887	-97.88125	ChristianDiCanio
5602	204_cornstalk	CORN STALK	SantaCatarinaEstetlaMixtec	Mixtec	ña̧ma̧	ña̧ma̧	ɲ ã m ã	ɲãmã	150	150	17.02627	-97.0974	josserand1983mixtec
5603	207_hawk	HAWK	SanFranciscoSayultepecMixtec	Mixtec	tasu̧	tasu̧	t a s ũ	tasũ	192	192	16.59537	-98.12933	josserand1983mixtec
5604	158_blood	BLOOD	SanMiguelPiedrasMixtec	Mixtec	nɨ̧ñɨ̧	nɨ̧ñɨ̧	n ɨ̃ ɲ ɨ̃	nɨ̃ɲɨ̃	65	65	16.9944	-97.2056	josserand1983mixtec
5605	177_mat	MAT	IxpantepecNievesMixtec	Mixtec	žiƀi	žiƀi	ʒ i β i	ʒiβi	416	416	17.50717	-98.04556	josserand1983mixtec
5606	203_corndough	CORN DOUGH	SantaMariaHuazolotitlanMixtec	Mixtec	yuča̧	yuča̧	j u tʃ ã	jutʃã	142	142	16.3019	-97.91488	josserand1983mixtec
5607	44_heavy	HEAVY	SanAntonioHuitepecMixtec	Mixtec	wee	wee	w e e	wee	326	326	16.9476	-97.1236	josserand1983mixtec
5608	204_cornstalk	CORN STALK	SantaCruzItundujiaMixtec	Mixtec	ⁿdo-yoʔo	ⁿdo-yoʔo	ⁿd o + j o ʔ o	ⁿdo+joʔo	320 140	320 140	16.77876	-97.59753	josserand1983mixtec
5609	184_pus	PUS	LaBateaMixtec	Mixtec	ndakwà	ndakwà	ⁿd a ³ kʷ a ¹	ⁿda³kʷa¹	574	574	17.35948	-97.83233	ramirez2020vocabulario
5610	131_ear	EAR	SantiagoJamiltepecMixtec	Mixtec	soʔo	soʔo	s o ʔ o	soʔo	194	194	16.2279	-97.8417	josserand1983mixtec
5611	15_childdescendant	CHILD (DESCENDANT)	SantiagoJamiltepecMixtec	Mixtec	sēhe	sēhe	s e ³ ʔ e ¹	se³ʔe¹	103	103	16.2279	-97.8417	johnson1988syntactic
5614	147_sandal	SANDAL	SantiagoJuxtlahuacaMixtec	Mixtec	ⁿdiṣa	ⁿdiṣa	ⁿd i ʂ a	ⁿdiʂa	631	631	17.3518	-98.0146	josserand1983mixtec
5618	23_deer	DEER	SanPedroMolinosMixtec	Mixtec	isu	isu	i ³ s u ¹	i³su¹	164	164	17.10495	-97.54152	josserand1983mixtec
5619	131_ear	EAR	SanPedroTidaaMixtec	Mixtec	đoʔo	đoʔo	ð o ʔ o	ðoʔo	194	194	17.4142	-97.3333	josserand1983mixtec
5620	69_nose	NOSE	SanPedroTidaaMixtec	Mixtec	đi̧tni̧	đi̧tni̧	ð ĩ tⁿ ĩ	ðĩtⁿĩ	496	496	17.4142	-97.3333	josserand1983mixtec
5621	218_maguey	MAGUEY	SantiagoNuyooMixtec	Mixtec	žāƀī	žāƀī	ʒ a ³ β i ³	ʒa³βi³	409	409	17.0147	-97.76674	josserand1983mixtec
5622	215_vulture	VULTURE	SanMarcoslaFlorMixtec	Mixtec	tsìkòxìjǐ	tsì-kòxìjǐ	ts i ¹ k o ¹ + ʃ i ¹ h i ¹⁵	tsi¹ko¹+ʃi¹hi¹⁵	9 928	9 928	17.418889	-98.268611	Moisésp.c.
5623	103_tortilla	TORTILLA	SantaCatarinaMechoacanMixtec	Mixtec	šita	šita	ʃ i t a	ʃita	789	789	16.33471	-97.83626	josserand1983mixtec
5624	108_ugly	UGLY	MagdalenaPenascoMixtec	Mixtec	kini	kini	k i ³ n i ³	ki³ni³	812	812	17.2837	-97.5413	hollenbach2017diccionario
5625	102_tomato	TOMATO	GuadalupeVillahermosaMixtec	Mixtec	ȼi-na̧na̧-na̧ʔnu̧	ȼi-na̧na̧-na̧ʔnu̧	ts i + n ã n ã + n ã ʔ n ũ	tsi+nãnã+nãʔnũ	9 775 42	9 775 42	17.75898	-98.01539	josserand1983mixtec
5626	83_red	RED	SanJuanMixtepecMixtec	Mixtec	kʷaʔa	kʷaʔa	kʷ a ⁵ ʔ a ¹	kʷa⁵ʔa¹	595	595	17.3317	-97.8791	josserand1983mixtec
5627	144_owner	OWNER	SanPedroTututepecMixtec	Mixtec	či-toʔo	či-toʔo	tʃ i + t o ʔ o	tʃi+toʔo	485 512	485 512	16.12987	-97.6085	josserand1983mixtec
5628	215_vulture	VULTURE	SanSebastianMonteMixtec	Mixtec	tì kàká	tì-kàká	t i ¹ + k a ¹ k a ⁵	ti¹+ka¹ka⁵	9 929	9 929	17.6793	-98.02259	solano2020san-sebastian
5629	204_cornstalk	CORN STALK	SantaLuciaMonteverdeMixtec	Mixtec	nu-ỹa̧ma̧	nu-ỹa̧ma̧	n u + j̃ ã m ã	nu+j̃ãmã	32 150	32 150	16.9969	-97.6277	josserand1983mixtec
5631	226_rat	RAT	SanAgustinTlacotepecMixtec	Mixtec	leko	leko	l e k o	leko	588	588	17.20365	-97.51853	josserand1983mixtec
5632	189_smooth	SMOOTH	SanMarcoslaFlorMixtec	Mixtec	kaní	kaní	k a ³ n i ⁵	ka³ni⁵	686	686	17.418889	-98.268611	Moisésp.c.
5633	49_house	HOUSE	SanAntonioTepetlapaMixtec	Mixtec	weʔe	weʔe	w e ʔ e	weʔe	363	363	16.54182	-98.06578	josserand1983mixtec
5634	177_mat	MAT	SanAntonioTepetlapaMixtec	Mixtec	yuwi	yuwi	j u w i	juwi	416	416	16.54182	-98.06578	josserand1983mixtec
5635	67_nighttime	NIGHT TIME	SanJorgeNuchitaMixtec	Mixtec	ⁿdiha̧-ni̧-kʷaa	ⁿdiha̧-ni̧-kʷaa	ⁿd i h ã + n ĩ + kʷ a a	ⁿdihã+nĩ+kʷaa	987 478 480	987 478 480	17.65569	-98.10499	josserand1983mixtec
5637	103_tortilla	TORTILLA	SantiagoPinotepaNacionalMixtec	Mixtec	šita	šita	ʃ i t a	ʃita	789	789	16.3043	-97.9966	josserand1983mixtec
5638	13_cat	CAT	SantoDomingoTonahuixtlaMixtec	Mixtec	(čitu)	čitu	tʃ i t u	tʃitu	87	87	18.20057	-97.89437	josserand1983mixtec
5640	21_day24hours	DAY (24 HOURS)	SantoDomingoTonahuixtlaMixtec	Mixtec	kiwi	kiwi	k i w i	kiwi	163	163	18.20057	-97.89437	josserand1983mixtec
5641	137_half	HALF	SantoDomingoTonahuixtlaMixtec	Mixtec	đa-taʔwi	đa-taʔwi	ð a + t a ʔ w i	ða+taʔwi	948 295	948 295	18.20057	-97.89437	josserand1983mixtec
5642	236_loose	LOOSE	SanAndresNuxinoMixtec	Mixtec	ni̧-taya-ši	ni̧-taya-ši	n ĩ + t a j a	nĩ+taja	319 407	319I 407	17.23883	-97.10497	josserand1983mixtec
5643	110_when	WHEN	SantiagoPinotepaNacionalMixtec	Mixtec	a̧wa̧	a̧wa̧	ã w ã	ãwã	840	840	16.3043	-97.9966	josserand1983mixtec
5644	93_slow	SLOW	SantoTomasOcotepecMixtec	Mixtec	kʷéé	kʷéé	kʷ e ⁵ e ⁵	kʷe⁵e⁵	662	662	17.14419	-97.76322	josserand1983mixtec
5645	76_poor	POOR	SanMiguelAchiutlaMixtec	Mixtec	ⁿdaʔƀi	ⁿdaʔƀi	ⁿd a ʔ β i	ⁿdaʔβi	548	548	17.3065	-97.48886	josserand1983mixtec
5646	184_pus	PUS	SantaMariaPenolesMixtec	Mixtec	ⁿdàkʷà	ⁿdàkʷà	ⁿd a ¹ kʷ a ¹	ⁿda¹kʷa¹	574	574	17.07959	-97.00272	josserand1983mixtec
5647	104_townorvillage	TOWN OR VILLAGE	SanPedroAtoyacMixtec	Mixtec	ñu̧u̧	ñu̧u̧	ɲ ũ ũ	ɲũũ	794	794	16.48865	-97.9864	josserand1983mixtec
5648	79_priest	PRIEST	SantiagoTilantongoMixtec	Mixtec	đutu	đutu	ð u t u	ðutu	568	568	17.3596	-97.3861	josserand1983mixtec
5649	8_bigsingular	BIG (SINGULAR)	PinotepaDonLuisMixtec	Mixtec	kaʔnu̧	kaʔnu̧	k a ʔ n ũ	kaʔnũ	44	44	16.42666	-97.97647	josserand1983mixtec
5654	118_yesterday	YESTERDAY	SanFranciscoSayultepecMixtec	Mixtec	iku	iku	i k u	iku	879	879	16.59537	-98.12933	josserand1983mixtec
5655	102_tomato	TOMATO	SanMiguelAhuehuetitlanMixtec	Mixtec	tì-na̧na̧-kʷaʔá	tì-na̧na̧-kʷaʔá	t i ¹ + n ã n ã + kʷ a ʔ a ⁵	ti¹+nãnã+kʷaʔa⁵	9 775 595	9 775 595	17.67151	-98.32045	josserand1983mixtec
5656	152_ant	ANT	SanJuanCoatzospamMixtec	Mixtec	tsóko	tsóko	ts + o ⁵ k o	ts+o⁵ko	9 882	9 882	18.04875	-96.76363	small1990syntactic
5657	28_eight	EIGHT	SanJeronimoXayacatlanMixtec	Mixtec	u̧na̧	u̧na̧	ũ n ã	ũnã	207	207	18.22159	-97.91563	josserand1983mixtec
5658	88_salty	SALTY	SanBartoloSoyaltepecMixtec	Mixtec	ađa	ađa	a ð a	aða	470	470	17.5892	-97.1921	josserand1983mixtec
5659	157_bitter	BITTER	SanBartoloSoyaltepecMixtec	Mixtec	uwa	uwa	u w a	uwa	51	51	17.5892	-97.1921	josserand1983mixtec
5660	9_bird	BIRD	SanJuanTepeuxila1900Cuicatec	Cuicatec	yada	yada	j a ð a	jaða	49	49	18.72299	-95.84118	belmar1902el-cuicateco
5663	204_cornstalk	CORN STALK	SanSebastianTecomaxtlahuacaMixtec	Mixtec	ñà̧mà̧	ñà̧mà̧	ɲ ã ¹ m ã ¹	ɲã¹mã¹	150	150	17.34568	-98.0312	josserand1983mixtec
5665	76_poor	POOR	LaBateaMixtec	Mixtec	ndávì	ndávì	ⁿd a ⁵ β i ¹	ⁿda⁵βi¹	548	548	17.35948	-97.83233	ramirez2020vocabulario
5670	103_tortilla	TORTILLA	SanPedroYosonamaMixtec	Mixtec	xtaa	xtaa	ʃ t a a	ʃtaa	789	789	17.4272	-97.77267	gittlen2016gramatica
5671	219_mamey	MAMEY	SantiagoTlazoyaltepecMixtec	Mixtec	ⁿǰika	ⁿǰika	ⁿdʒ i k a	ⁿdʒika	411	411	17.0274	-96.99583	josserand1983mixtec
5672	108_ugly	UGLY	SanAgustinTlacotepecMixtec	Mixtec	kini	kini	k i n i	kini	812	812	17.20365	-97.51853	josserand1983mixtec
5675	20_crosssexsibling	CROSS-SEX SIBLING	SantiagoYosonduaMixtec	Mixtec	kwāhā	kwāhā	kʷ a ³ ʔ a ³	kʷa³ʔa³	159	159	16.9042	-97.5018	farris1992syntactic
5676	15_childdescendant	CHILD (DESCENDANT)	SantoTomasOcotepecMixtec	Mixtec	sehē	sehē	s e ¹ ʔ e ³	se¹ʔe³	103	103	17.14419	-97.76322	alexander1988syntactic
5677	117_yellow	YELLOW	TlahuapaMixtec	Mixtec	kwáan	kwáan	kʷ ã ⁵ ã ³	kʷã⁵ã³	876	876	17.37553	-98.33826	reyes-basurto2020tlahuapa
5679	21_day24hours	DAY (24 HOURS)	SanJeronimoXayacatlanMixtec	Mixtec	kiƀi	kiƀi	k i β i	kiβi	163	163	18.22159	-97.91563	josserand1983mixtec
5680	46_hole	HOLE	XayacatlanBravoMixtec	Mixtec	čì-kōʔō	čì-kōʔō	tʃ i ¹ + k o ³ ʔ o ³	tʃi¹+ko³ʔo³	4 951	4 951	18.2353	-97.97435	josserand1983mixtec
5681	181_oven	OVEN	SantaMariaYolotepecMixtec	Mixtec	šitNu̧	šitNu̧	ʃ i tⁿ̥ ũ	ʃitⁿ̥ũ	17	17	16.9648	-97.4537	josserand1983mixtec
5683	61_mouth	MOUTH	SantoDomingoHuendioMixtec	Mixtec	yú'ù	yú'ù	ʒ u ⁵ ʔ u ¹	ʒu⁵ʔu¹	447	447	17.25296	-97.5054	becerra-roldan2015un-estudio
5685	115_workingorwork	WORKING OR WORK	SantaMariaYucunicocoMixtec	Mixtec	tʸu̧u̧	tʸu̧u̧	tʲ ũ ũ	tʲũũ	870	870	17.2372	-97.91806	josserand1983mixtec
5686	224_chicken	CHICKEN	YucunaniMixtec	Mixtec	chùún	chùún	tʃ + ũ ¹ ũ ⁵	tʃ+ũ¹ũ⁵	9 100	9 100	17.300827	-97.893888	salazar2020yucunani
5687	204_cornstalk	CORN STALK	SantaMariaZacatepecMixtec	Mixtec	ña̧ma̧ʔ	ña̧ma̧ʔ	ɲ ã m ã ʔ	ɲãmãʔ	150	150	16.7003	-97.9484	josserand1983mixtec
5688	15_childdescendant	CHILD (DESCENDANT)	YucunutiBenitoJuarezMixtec	Mixtec	hèʔē	hèʔē	h e ¹ ʔ e ³	he¹ʔe³	103	103	17.63409	-97.89151	josserand1983mixtec
5689	182_pimple	PIMPLE	YucuquimiOcampoMixtec	Mixtec	ⁿdiʔi	ⁿdiʔi	ⁿd i ʔ i	ⁿdiʔi	529	529	17.57853	-97.89014	josserand1983mixtec
5690	76_poor	POOR	SanLuisMoreliaMixtec	Mixtec	ⁿdaʔƀi	ⁿdaʔƀi	ⁿd a ʔ β i	ⁿdaʔβi	548	548	17.70342	-98.21456	josserand1983mixtec
5691	7_bigplural	BIG (PLURAL)	SantaMariaZacatepecMixtec	Mixtec	na'nu	na'nu	n a ʔ n u	naʔnu	42	42	16.7003	-97.9484	towne2011gramatica
5692	94_smallsingular	SMALL (SINGULAR)	SantaMariaZacatepecMixtec	Mixtec	vali	vali	β a l i ʔ	βaliʔ	668	668	16.7003	-97.9484	towne2011gramatica
5693	169_green	GREEN	YucuquimiOcampoMixtec	Mixtec	kɥi³i¹	kɥi³i¹	kʷ i ⁵ i ¹	kʷi⁵i¹	305	305	17.57853	-97.89014	swanton2020observaciones
5695	207_hawk	HAWK	SanJuanTeitaMixtec	Mixtec	žaʔa	žaʔa	ʒ a ʔ a	ʒaʔa	1045	1045	17.1542	-97.3899	josserand1983mixtec
5696	194_tassel	TASSEL	SantaMariaAcatepecMixtec	Mixtec	yoko	yoko	j o k o	joko	751	751	16.76337	-97.98945	josserand1983mixtec
5698	35_five	FIVE	SanMiguelChicahuaMixtec	Mixtec	o̧ʔo̧	o̧ʔo̧	õ ʔ õ	õʔõ	244	244	17.63719	-97.19479	josserand1983mixtec
5699	61_mouth	MOUTH	AlacatlatzalaMixtec	Mixtec	yu'u̠	yu'u̠	j u ³ ʔ u ¹	ju³ʔu¹	447	447	17.25	-98.58	zylstra2012gramatica
5701	167_furrow	FURROW	SantaMariaApazcoMixtec	Mixtec	šiči	šiči	ʃ i tʃ i	ʃitʃi	273	273	17.6143	-97.0657	josserand1983mixtec
5702	56_metal	METAL	SantiagoCacaloxtepecMixtec	Mixtec	kàā	kàā	k a ¹ a ³	ka¹a³	368	368	17.7248	-97.7637	durr1987preliminary
5704	108_ugly	UGLY	SanAgustinAtenangoMixtec	Mixtec	kini̧	kini̧	k i n ĩ	kinĩ	812	812	17.61188	-98.01527	josserand1983mixtec
5707	121_bean	BEAN	SantaCruzBravoMixtec	Mixtec	ⁿduču	ⁿduču	ⁿd u tʃ u	ⁿdutʃu	24	24	17.58093	-98.22383	josserand1983mixtec
5708	62_mud	MUD	SantiagoChazumbaMixtec	Mixtec	ⁿdeʔi	ⁿdeʔi	ⁿd e ʔ i	ⁿdeʔi	449	449	18.1541	-97.7873	josserand1983mixtec
5709	165_foam	FOAM	SantiagoChazumbaMixtec	Mixtec	či-i̧ñu̧	či-i̧ñu̧	tʃ i + ĩ ɲ ũ	tʃi+ĩɲũ	9 250	9 250	18.1541	-97.7873	josserand1983mixtec
5710	90_seven	SEVEN	CahuatacheMixtec	Mixtec	uša	uša	u ʃ a	uʃa	638	638	17.41506	-98.53192	josserand1983mixtec
5711	165_foam	FOAM	ChalcatongoHidalgoMixtec	Mixtec	tiʔíñu	tiʔíñu	t ɨ ³ + ʔ i ⁵ ɲ u ³	tɨ³+ʔi⁵ɲu³	9 250	9 250	17.03226	-97.57074	macaulay1996grammar
5712	112_wing	WING	SanAgustinChayucoMixtec	Mixtec	ⁿdiči	ⁿdiči	ⁿd i tʃ i	ⁿditʃi	853	853	16.42	-97.83	josserand1983mixtec
5713	131_ear	EAR	SantiagoIxtayutlaMixtec	Mixtec	soʔo	soʔo	s o ʔ o	soʔo	194	194	16.5774	-97.5759	josserand1983mixtec
5715	182_pimple	PIMPLE	CoicoyanlasFloresMixtec	Mixtec	ⁿdìʔī	ⁿdìʔī	ⁿd i ¹ ʔ i ³	ⁿdi¹ʔi³	529	529	17.27301	-98.27588	josserand1983mixtec
5716	29_face	FACE	SanJuanCoatzospamMixtec	Mixtec	nú̧ǔ̧	nú̧ǔ̧	n ũ ⁵ ũ ¹⁵	nũ⁵ũ¹⁵	210	210	18.04875	-96.76363	durr1987preliminary
5718	179_net	NET	SanJuanColoradoMixtec	Mixtec	trayá	trayá	t + ɾ a ³ j a ⁵	t+ɾa³ja⁵	4 471	4 471	16.46073	-97.95446	stark1986diccionario
5719	205_fingernail	FINGERNAIL	CuatzoquitengoMixtec	Mixtec	či̧i̧	či̧i̧	tʃ ĩ ĩ	tʃĩĩ	237	237	17.28835	-98.61552	josserand1983mixtec
5721	194_tassel	TASSEL	SantaAnaCuauhtemocMixtec	Mixtec	yoko	yoko	j o k o	joko	751	751	17.98379	-96.79439	josserand1983mixtec
5722	79_priest	PRIEST	ElJicaralMixtec	Mixtec	su̠tu̠	su̠tu̠	s u ¹ t u ¹	su¹tu¹	568	568	17.12602	-98.196842	martin2020diccionario
5724	90_seven	SEVEN	SanMartinItunyosoTriqui	Triqui	cchij²	cchij²	tʃː iʰ ²	tʃːiʰ²	638	638	17.22887	-97.88125	ChristianDiCanio
5725	167_furrow	FURROW	SantaCatarinaEstetlaMixtec	Mixtec	žuku̧	žuku̧	ʒ u k ũ	ʒukũ	272	272	17.02627	-97.0974	josserand1983mixtec
5726	61_mouth	MOUTH	SanMiguelPiedrasMixtec	Mixtec	žuʔu	žuʔu	ʒ u ʔ u	ʒuʔu	447	447	16.9944	-97.2056	josserand1983mixtec
5727	154_bed	BED	IxpantepecNievesMixtec	Mixtec	šìtō	šìtō	ʃ i ¹ t o ³	ʃi¹to³	26	26	17.50717	-98.04556	josserand1983mixtec
5728	103_tortilla	TORTILLA	SantaMariaHuazolotitlanMixtec	Mixtec	šita	šita	ʃ i t a	ʃita	789	789	16.3019	-97.91488	josserand1983mixtec
5729	189_smooth	SMOOTH	SanAntonioHuitepecMixtec	Mixtec	ⁿdɨʔwɨ	ⁿdɨʔwɨ	ⁿd ɨ ʔ w ɨ	ⁿdɨʔwɨ	660	660	16.9476	-97.1236	josserand1983mixtec
5731	198_urine	URINE	LaBateaMixtec	Mixtec	nché xàxà	nché-xàxà	ⁿtʃ e ⁵ + ʃ a ¹ ʃ a ¹	ⁿtʃe⁵+ʃa¹ʃa¹	827 826	827 826	17.35948	-97.83233	ramirez2020vocabulario
5733	12_brotherofman	BROTHER (OF MAN)	SantiagoJamiltepecMixtec	Mixtec	yañi	yañi	j a ¹ ɲ i ¹	ja¹ɲi¹	84	84	16.2279	-97.8417	johnson1988syntactic
5734	159_blousewoven	BLOUSE (WOVEN)	SantiagoJuxtlahuacaMixtec	Mixtec	šiku	šiku	ʃ i k u	ʃiku	66	66	17.3518	-98.0146	josserand1983mixtec
5735	213_squirrel	SQUIRREL	SantaMariaJicaltepecMixtec	Mixtec	kʷa̧ñu̧	kʷa̧ñu̧	kʷ ã ɲ ũ	kʷãɲũ	698	698	16.38086	-98.04128	josserand1983mixtec
5736	213_squirrel	SQUIRREL	SanPedroMolinosMixtec	Mixtec	kʷa̧nu̧	kʷa̧nu̧	kʷ ã n ũ	kʷãnũ	698	698	17.10495	-97.54152	josserand1983mixtec
5737	141_neck	NECK	SanPedroTidaaMixtec	Mixtec	đukᵑu̧	đukᵑu̧	ð u kⁿ ũ	ðukⁿũ	465	465	17.4142	-97.3333	josserand1983mixtec
5738	18_corn	CORN	SantiagoNuyooMixtec	Mixtec	nu̧ni̧	nu̧ni̧	n ũ n ĩ	nũnĩ	141	141	17.0147	-97.76674	josserand1983mixtec
5739	26_dog	DOG	SanMarcoslaFlorMixtec	Mixtec	tsǐnâ	tsǐnâ	ts + i ¹⁵ n a ⁵¹	ts+i¹⁵na⁵¹	9 174	9 174	17.418889	-98.268611	Moisésp.c.
5740	204_cornstalk	CORN STALK	SantaCatarinaMechoacanMixtec	Mixtec	ña̧ma̧	ña̧ma̧	ɲ ã m ã	ɲãmã	150	150	16.33471	-97.83626	josserand1983mixtec
5742	158_blood	BLOOD	SanPedroTututepecMixtec	Mixtec	nɨ̧̀ñɨ̧̀	nɨ̧̀ñɨ̧̀	n ɨ̃ ¹ ɲ ɨ̃ ⁵	nɨ̃¹ɲɨ̃⁵	65	65	16.12987	-97.6085	josserand1983mixtec
5745	21_day24hours	DAY (24 HOURS)	SanJorgeNuchitaMixtec	Mixtec	kìvì	kìvì	k i ¹ β i ¹	ki¹βi¹	163	163	17.65569	-98.10499	josserand1983mixtec
5746	137_half	HALF	SantoDomingoTonahuixtlaMixtec	Mixtec	đawa	đawa	ð a w a	ðawa	314	314	18.20057	-97.89437	josserand1983mixtec
5747	108_ugly	UGLY	SanAndresNuxinoMixtec	Mixtec	ñi̧ʔna̧-kaa	ñi̧ʔna̧-kaa	ɲ ĩ ʔ n ã	ɲĩʔnã	819	819	17.23883	-97.10497	josserand1983mixtec
5748	15_childdescendant	CHILD (DESCENDANT)	SantiagoTamazolaMixtec	Mixtec	θeʔi	θeʔi	θ e ʔ i	θeʔi	103	103	17.67041	-98.2216	josserand1983mixtec
5750	198_urine	URINE	SantaMariaPenolesMixtec	Mixtec	lȩlȩ	lȩlȩ	l ẽ l ẽ	lẽlẽ	826	826Ll	17.07959	-97.00272	josserand1983mixtec
5751	49_house	HOUSE	SanPedroAtoyacMixtec	Mixtec	weʔe	weʔe	w e ʔ e	weʔe	363	363	16.48865	-97.9864	josserand1983mixtec
5752	158_blood	BLOOD	SantiagoTilantongoMixtec	Mixtec	nɨ̧ỹɨ̧	nɨ̧ỹɨ̧	n ɨ̃ j̃ ɨ̃	nɨ̃j̃ɨ̃	65	65	17.3596	-97.3861	josserand1983mixtec
5753	94_smallsingular	SMALL (SINGULAR)	PinotepaDonLuisMixtec	Mixtec	luʔu	luʔu	l u ʔ u	luʔu	673	673	16.42666	-97.97647	josserand1983mixtec
5755	131_ear	EAR	SantoTomasOcotepecMixtec	Mixtec	sòʔō	sòʔō	s o ¹ ʔ o ³	so¹ʔo³	194	194	17.14419	-97.76322	josserand1983mixtec
5756	116_year	YEAR	SanFranciscoSayultepecMixtec	Mixtec	kʷiya	kʷiya	kʷ i j a	kʷija	872	872	16.59537	-98.12933	josserand1983mixtec
5757	78_pricklypearcactus	PRICKLY PEAR CACTUS	SanMiguelAhuehuetitlanMixtec	Mixtec	tù-ƀi̧ʔⁿda	tù-ƀi̧ʔⁿda	t u ¹ + β ĩ ʔ ⁿd a	tu¹+βĩʔⁿda	32 564	32 564	17.67151	-98.32045	josserand1983mixtec
5760	167_furrow	FURROW	SanSebastianTecomaxtlahuacaMixtec	Mixtec	yīkù̧	yīkù̧	j i ³ k ũ ¹	ji³kũ¹	272	272	17.34568	-98.0312	josserand1983mixtec
5762	165_foam	FOAM	TepangoMixtec	Mixtec	pele	pele	p e l e	pele	251	251	16.90322	-99.08613	josserand1983mixtec
5763	189_smooth	SMOOTH	SanAntonioTepetlapaMixtec	Mixtec	ⁿdii	ⁿdii	ⁿd i ʔ w i	ⁿdiʔwi	660	660	16.54182	-98.06578	josserand1983mixtec
5765	121_bean	BEAN	SanPedroYosonamaMixtec	Mixtec	nduchi	nduchi	ⁿd u tʃ i	ⁿdutʃi	24	24	17.4272	-97.77267	gittlen2016gramatica
5767	66_near	NEAR	SanAgustinTlacotepecMixtec	Mixtec	žatNi̧	žatNi̧	ʒ a tⁿ̥ ĩ	ʒatⁿ̥ĩ	459	459	17.20365	-97.51853	josserand1983mixtec
5768	54_meat	MEAT	SantaCatarinaTlaltempanMixtec	Mixtec	ku̧ñu̧	ku̧ñu̧	k ũ ɲ ũ	kũɲũ	418	418	18.61485	-98.08867	josserand1983mixtec
5769	148_sisterofwoman	SISTER (OF WOMAN)	SantiagoYosonduaMixtec	Mixtec	kūhu	kūhu	k u ³ ʔ u ¹	ku³ʔu¹	651	651	16.9042	-97.5018	farris1992syntactic
5770	129_daughter	DAUGHTER	SantoTomasOcotepecMixtec	Mixtec	sehē síhi	sehē-síhi	s e ¹ ʔ e ³ + s i ⁵ ʔ i ¹	se¹ʔe³+si⁵ʔi¹	103 433	103 433	17.14419	-97.76322	alexander1988syntactic
5773	109_water	WATER	XayacatlanBravoMixtec	Mixtec	tè-kʷìí	tè-kʷìí	t e ¹ + kʷ i ¹ i ⁵	te¹+kʷi¹i⁵	222 400	222 400	18.2353	-97.97435	josserand1983mixtec
5774	168_garbage	GARBAGE	SantaMariaYolotepecMixtec	Mixtec	mi̧ʔi̧	mi̧ʔi̧	m ĩ ʔ ĩ	mĩʔĩ	279	279	16.9648	-97.4537	josserand1983mixtec
5775	9_bird	BIRD	YoloxochitlMixtec	Mixtec	sa³a²	sa³a²	s a ³ a ²	sa³a²	49	49	16.8059	-98.6293	amith2021recursos
5776	141_neck	NECK	SantoDomingoHuendioMixtec	Mixtec	súkùn	súkùn	s u ⁵ k ũ ¹	su⁵kũ¹	465	465	17.25296	-97.5054	becerra-roldan2015un-estudio
5777	88_salty	SALTY	SanBartolomeYucuaneMixtec	Mixtec	uʔwa	uʔwa	u ʔ w a	uʔwa	628	628	17.2832	-97.4285	josserand1983mixtec
5778	114_word	WORD	SantaMariaYucunicocoMixtec	Mixtec	tù̧ʔū̧	tù̧ʔū̧	t ũ ¹ ʔ ũ ³	tũ¹ʔũ³	863	863	17.2372	-97.91806	josserand1983mixtec
5779	74_pig	PIG	YucunaniMixtec	Mixtec	kinì	kinì	k i ³ n i ¹	ki³ni¹	526	526	17.300827	-97.893888	salazar2020yucunani
5781	51_longsingular	LONG (SINGULAR)	SantaMariaZacatepecMixtec	Mixtec	kani	kani	k a n i	kani	406	406	16.7003	-97.9484	towne2011gramatica
5782	117_yellow	YELLOW	YucuquimiOcampoMixtec	Mixtec	kʷa³ã³	kʷa³ã³	kʷ a ⁵ ã ³	kʷa⁵ã³	876	876	17.57853	-97.89014	swanton2020observaciones
5783	90_seven	SEVEN	SanMateoSindihuiMixtec	Mixtec	usʸa	usʸa	u sʲ a	usʲa	638	638	17.02	-97.3036	josserand1983mixtec
5784	89_scorpion	SCORPION	SanJuanTeitaMixtec	Mixtec	ti-đu̧ʔma̧	ti-đu̧ʔma̧	t i + ð ũ ʔ m ã	ti+ðũʔmã	9 635	9 635	17.1542	-97.3899	josserand1983mixtec
5785	121_bean	BEAN	SantaMariaAcatepecMixtec	Mixtec	ⁿduči	ⁿduči	ⁿd u tʃ i	ⁿdutʃi	24	24	16.76337	-97.98945	josserand1983mixtec
5787	92_six	SIX	SanMiguelChicahuaMixtec	Mixtec	i̧ñu̧	i̧ñu̧	ĩ ɲ ũ	ĩɲũ	652	652	17.63719	-97.19479	josserand1983mixtec
